cover,title,author,publisher,isbn,timestamp,activity,details,library
https://img1.od-cdn.com/ImageType-100/0439-1/{739B25FA-0894-45E0-9ECE-4507C92FAF8E}IMG100.JPG,Exile,Shannon Messenger,Aladdin,9781442445987,"January 15, 2020 02:31",Borrowed, 21 days ,Indiana Digital Download Center
https://img2.od-cdn.com/ImageType-100/0439-1/{AE82423F-69F3-46BE-B40E-68E040F692F3}IMG100.JPG,Keeper of the Lost Cities,Shannon Messenger,Aladdin,9781442445956,"January 12, 2020 03:50",Borrowed, 21 days ,Indiana Digital Download Center
https://img2.od-cdn.com/ImageType-100/0439-1/{AE82423F-69F3-46BE-B40E-68E040F692F3}IMG100.JPG,Keeper of the Lost Cities,Shannon Messenger,Aladdin,9781442445956,"January 01, 2020 22:49",Placed on hold,"",St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/2390-1/{F31CB89A-BF1F-4F56-9B29-57E4A2A0BFE4}Img100.jpg,Permanent Record,Edward Snowden,Henry Holt and Co.,9781250237248,"December 27, 2019 01:33",Returned, 7 days  early,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{B8AEB53D-7ADB-47E6-9663-C642541DC34E}Img100.jpg,The Skies of Pern,Anne McCaffrey,Random House Worlds,9780345447135,"December 26, 2019 19:20",Borrowed, 21 days ,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{88810B13-8A77-4C32-B476-FF18E33E6A99}Img100.jpg,The Dolphins of Pern,Anne McCaffrey,Random House Worlds,9780345454065,"December 26, 2019 19:20",Returned, 18 days  early,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/2390-1/{F31CB89A-BF1F-4F56-9B29-57E4A2A0BFE4}Img100.jpg,Permanent Record,Edward Snowden,Henry Holt and Co.,9781250237248,"December 13, 2019 18:33",Borrowed,"",St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{DF8B3BC9-579D-4166-A36A-40AED231DC02}Img100.jpg,All the Weyrs of Pern,Anne McCaffrey,Random House Worlds,9780345454058,"December 06, 2019 05:02",Returned, 2 days  early,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{88810B13-8A77-4C32-B476-FF18E33E6A99}Img100.jpg,The Dolphins of Pern,Anne McCaffrey,Random House Worlds,9780345454065,"December 06, 2019 05:02",renew,"",St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{DAAC307D-D6B5-4EA5-A8CA-F82700A57E26}Img100.jpg,A Gift of Dragons,Anne McCaffrey,Random House Worlds,9780345458605,"December 05, 2019 04:52",Returned, 3 days  early,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{DF8B3BC9-579D-4166-A36A-40AED231DC02}Img100.jpg,All the Weyrs of Pern,Anne McCaffrey,Random House Worlds,9780345454058,"November 18, 2019 04:02",Borrowed,"",St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{88810B13-8A77-4C32-B476-FF18E33E6A99}Img100.jpg,The Dolphins of Pern,Anne McCaffrey,Random House Worlds,9780345454065,"November 18, 2019 04:00",Borrowed,"",St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{DAAC307D-D6B5-4EA5-A8CA-F82700A57E26}Img100.jpg,A Gift of Dragons,Anne McCaffrey,Random House Worlds,9780345458605,"November 18, 2019 01:31",Returned,on due date,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0111-1/{0B13B751-6BA5-4D4C-AEBD-0744AAA8450C}Img100.jpg,The Renegades of Pern,Anne McCaffrey,Random House Worlds,9780345454041,"November 18, 2019 00:40",Returned,on due date,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{DAAC307D-D6B5-4EA5-A8CA-F82700A57E26}Img100.jpg,A Gift of Dragons,Anne McCaffrey,Random House Worlds,9780345458605,"November 17, 2019 21:26",Borrowed,"",St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/2390-1/{F31CB89A-BF1F-4F56-9B29-57E4A2A0BFE4}Img100.jpg,Permanent Record,Edward Snowden,Henry Holt and Co.,9781250237248,"November 08, 2019 04:11",Placed on hold,"",St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{AF0D666F-9EA0-46D2-AC2A-2A46E2173591}Img100.jpg,Dragon's Code,Gigi McCaffrey,Random House Worlds,9781101964750,"November 07, 2019 03:25",Returned,on due date,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{DAAC307D-D6B5-4EA5-A8CA-F82700A57E26}Img100.jpg,A Gift of Dragons,Anne McCaffrey,Random House Worlds,9780345458605,"October 28, 2019 01:31",Borrowed,"",St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0111-1/{0B13B751-6BA5-4D4C-AEBD-0744AAA8450C}Img100.jpg,The Renegades of Pern,Anne McCaffrey,Random House Worlds,9780345454041,"October 28, 2019 00:40",Borrowed,"",St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0111-1/{2D98111F-5C16-4EF8-BC16-7F14AD0B3FDF}Img100.jpg,Masterharper of Pern,Anne McCaffrey,Random House Worlds,9780345454034,"October 27, 2019 02:25",Returned,on due date,St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0111-1/{8409FC75-0D19-4FD8-9EBC-748C9C51F963}Img100.jpg,Nerilka's Story,Anne McCaffrey,Random House Worlds,9780345454027,"October 22, 2019 02:04",Returned,on due date,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{AF0D666F-9EA0-46D2-AC2A-2A46E2173591}Img100.jpg,Dragon's Code,Gigi McCaffrey,Random House Worlds,9781101964750,"October 17, 2019 03:25",Borrowed,"",St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{DAAC307D-D6B5-4EA5-A8CA-F82700A57E26}Img100.jpg,A Gift of Dragons,Anne McCaffrey,Random House Worlds,9780345458605,"October 17, 2019 03:24",Placed on hold,"",St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/0111-1/{2D98111F-5C16-4EF8-BC16-7F14AD0B3FDF}Img100.jpg,Masterharper of Pern,Anne McCaffrey,Random House Worlds,9780345454034,"October 06, 2019 02:25",Borrowed,"",St. Joseph County Public Library
https://img2.od-cdn.com/ImageType-100/0111-1/{8409FC75-0D19-4FD8-9EBC-748C9C51F963}Img100.jpg,Nerilka's Story,Anne McCaffrey,Random House Worlds,9780345454027,"October 01, 2019 02:04",Borrowed,"",St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{9F29CEF9-6290-4452-B109-11B2450AF210}IMG100.JPG,Charming Billy,Alice McDermott,"Farrar, Straus and Giroux",9781429929707,"October 01, 2019 02:03",Returned, 11 days  early,St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{CAA86431-1F84-442F-9CC6-F96A92662D6E}Img100.jpg,Moreta,Anne McCaffrey,Random House Worlds,9780345454010,"September 25, 2019 02:12",Returned, 3 days  early,St. Joseph County Public Library
https://img1.od-cdn.com/ImageType-100/2390-1/{9F29CEF9-6290-4452-B109-11B2450AF210}IMG100.JPG,Charming Billy,Alice McDermott,"Farrar, Straus and Giroux",9781429929707,"September 21, 2019 02:08",Borrowed,"",St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0111-1/{CAA86431-1F84-442F-9CC6-F96A92662D6E}Img100.jpg,Moreta,Anne McCaffrey,Random House Worlds,9780345454010,"September 07, 2019 02:50",Borrowed,"",St. Joseph County Public Library
https://img3.od-cdn.com/ImageType-100/0439-1/{F96E445B-1CDD-44F0-A6AC-BC363D93425C}Img100.jpg,Legacy,Shannon Messenger,Aladdin,9781534427358,"",Hold expired,"",St. Joseph County Public Library
